Start,End,Open,High,Low,Close,Volume,Market Cap
2024-08-06,2024-08-07,2426.3372,2548.8666,2426.3372,2459.4515,50388457256,299954792786
2024-08-05,2024-08-06,2696.0685,2696.0685,2192.5857,2422.2871,67933658420,284995284199
2024-08-04,2024-08-05,2907.5983,2931.6832,2673.4794,2689.3252,22756243525,342835645313
2024-08-03,2024-08-04,2992.2673,3014.762,2870.9185,2910.0724,27325713250,355624565179
2024-08-02,2024-08-03,3206.6366,3214.8966,2976.9345,2988.3481,26483179607,373011856595
2024-08-01,2024-08-02,3243.4517,3246.3799,3087.2567,3206.9265,25193218995,381012171814
2024-07-31,2024-08-01,3284.431,3349.4383,3229.4863,3238.8524,19719654939,396484498762
2024-07-30,2024-07-31,3323.564,3369.3266,3253.1433,3285.9162,23356590933,398756335402
2024-07-29,2024-07-30,3275.9617,3402.1238,3272.521,3325.127,18562538335,401697783536
2024-07-28,2024-07-29,3242.7468,3282.7142,3209.2431,3278.9554,19887735032,391185575100
2024-07-27,2024-07-28,3274.3051,3325.5462,3215.0684,3258.4777,18671129755,393263634230
2024-07-26,2024-07-27,3177.8454,3287.6622,3177.7097,3280.8121,28361645389,390529782515
2024-07-25,2024-07-26,3344.0852,3348.7542,3104.8417,3176.023,30095533928,381779344703
2024-07-24,2024-07-25,3494.3649,3494.9253,3331.2702,3343.8444,29532333371,412425600634
2024-07-23,2024-07-24,3449.6586,3546.2619,3414.8226,3494.8847,29990394807,418086720662
2024-07-22,2024-07-23,3542.9018,3560.864,3438.9392,3450.8457,23551390572,419683197754
2024-07-21,2024-07-22,3526.1437,3546.9167,3443.0805,3538.6512,14600561414,421786112503
2024-07-20,2024-07-21,3511.3714,3542.3218,3488.0614,3529.6639,20635062567,421656402090
2024-07-19,2024-07-20,3435.8713,3549.4278,3396.4205,3509.1482,21093211097,415618509968
2024-07-18,2024-07-19,3406.515,3501.6378,3392.5912,3442.3484,20420147970,413547323623
2024-07-17,2024-07-18,3461.005,3523.8767,3398.8222,3403.4466,24946429985,416601203196
2024-07-16,2024-07-17,3505.0278,3506.2322,3365.8555,3458.0888,25378090716,414348816782
2024-07-15,2024-07-16,3266.7804,3503.3414,3257.7128,3498.9224,18467836111,405946797532
2024-07-14,2024-07-15,3200.6783,3284.0263,3189.5346,3273.8138,13053293725,386731211326
2024-07-13,2024-07-14,3146.3327,3218.7632,3131.2577,3196.7692,13921944277,380319543956
2024-07-12,2024-07-13,3110.2808,3165.9913,3065.8166,3147.3858,19310170942,374155515512
2024-07-11,2024-07-12,3109.4128,3207.216,3083.5574,3113.2544,19287702682,376253218169
2024-07-10,2024-07-11,3078.168,3151.922,3047.5365,3112.4004,19259438465,373278291608
2024-07-09,2024-07-10,3026.4368,3110.1809,3020.9629,3079.5205,25028894458,369545592623
2024-07-08,2024-07-09,2951.7716,3082.1223,2843.9711,3027.0641,24973397089,358593406966
2024-07-07,2024-07-08,3078.5057,3087.1217,2935.1631,2939.0514,13971466196,362298750391
2024-07-06,2024-07-07,2986.2657,3092.5568,2967.2925,3081.0869,23054834715,363661731325
2024-07-05,2024-07-06,3060.2769,3112.8855,2838.9092,2986.8941,36750836691,355896931850
2024-07-04,2024-07-05,3310.2829,3320.6916,3079.6495,3079.6495,23821827279,382130009152
2024-07-03,2024-07-04,3438.1561,3445.8218,3270.9404,3308.8933,16202961456,401617098803
2024-07-02,2024-07-03,3459.2052,3482.3441,3424.7669,3437.5581,13864060407,415172819428
2024-07-01,2024-07-02,3456.2278,3530.274,3450.9956,3458.9634,14646388692,419434933606
2024-06-30,2024-07-01,3399.2329,3472.1653,3381.1022,3460.3454,9247929776,410455781006
2024-06-29,2024-06-30,3390.5327,3415.8747,3390.5327,3397.4173,13651160560,408853153423
2024-06-28,2024-06-29,3459.8701,3494.1628,3379.6875,3388.7953,16467284124,412898226131
2024-06-27,2024-06-28,3383.5292,3481.1707,3379.1649,3458.8487,15804001113,411660524697
2024-06-26,2024-06-27,3405.1884,3432.36,3347.8603,3381.2506,14391379661,408026765038
2024-06-25,2024-06-26,3361.4335,3430.0008,3345.1593,3408.774,22117258703,407521531994
2024-06-24,2024-06-25,3441.3306,3451.1578,3262.5114,3363.7635,19520467667,403338358849
2024-06-23,2024-06-24,3523.0682,3544.8247,3443.0237,3443.0237,9130648585,422080922899
2024-06-22,2024-06-23,3532.3234,3532.3234,3496.4233,3520.6715,15479329283,422467085586
2024-06-21,2024-06-22,3529.9099,3552.3111,3473.5469,3529.105,18831776301,422523924635
2024-06-20,2024-06-21,3567.5669,3632.773,3505.837,3527.9278,18144710485,428482362066
2024-06-19,2024-06-20,3494.1308,3590.9042,3480.0472,3569.4527,22778733740,427145834202
2024-06-18,2024-06-19,3527.9577,3527.9577,3387.0528,3490.6478,23930785822,413602417131
2024-06-17,2024-06-18,3642.0912,3652.911,3493.0054,3525.994,17339845259,428176093469
2024-06-16,2024-06-17,3581.4901,3663.6045,3561.9866,3640.5622,13016030239,432247167582
2024-06-15,2024-06-16,3498.1517,3599.2194,3493.2443,3582.6116,19756475839,426813068666
2024-06-14,2024-06-15,3536.0149,3575.9255,3384.5426,3497.0945,20153361899,423703071492
2024-06-13,2024-06-14,3586.2721,3588.8137,3490.8431,3529.6099,23211103124,425325229002
2024-06-12,2024-06-13,3536.8556,3659.8818,3513.4303,3588.8847,23450549243,430843443790
2024-06-11,2024-06-12,3692.0118,3692.8508,3490.1683,3535.8359,21582378438,429673502382
2024-06-10,2024-06-11,3718.052,3719.0333,3683.7432,3690.4326,13743983447,444690143411
2024-06-09,2024-06-10,3701.2617,3724.9377,3693.7207,3719.0626,13138578065,445617354298
2024-06-08,2024-06-09,3692.4326,3715.3797,3688.5027,3702.4338,22112730181,444481579284
2024-06-07,2024-06-08,3793.6145,3817.2667,3668.1147,3693.2824,20603711253,452704840800
2024-06-06,2024-06-07,3838.5863,3845.3347,3767.6704,3795.4837,19970081918,458547159096
2024-06-05,2024-06-06,3795.4214,3847.128,3773.3584,3840.318,20340658273,456769021114
2024-06-04,2024-06-05,3760.3363,3803.5736,3744.5133,3796.1807,19452924198,453185780724
2024-06-03,2024-06-04,3764.2367,3817.2073,3753.4775,3758.8311,18158729639,454180678717
2024-06-02,2024-06-03,3784.9528,3797.2425,3749.5158,3767.4795,15485260823,453279408833
2024-06-01,2024-06-02,3756.2266,3793.886,3746.8638,3785.174,19357635370,453321558587
2024-05-31,2024-06-01,3745.2897,3811.4366,3727.1787,3754.9694,21320456634,451477412651
2024-05-30,2024-05-31,3762.5786,3797.9878,3711.5996,3746.2971,22354133104,451313140941
2024-05-29,2024-05-30,3822.6668,3848.4572,3742.574,3760.2263,24065068933,455443680075
2024-05-28,2024-05-29,3858.295,3879.4064,3774.1062,3821.6187,25053251979,460371595445
2024-05-27,2024-05-28,3801.3107,3919.9212,3801.3107,3863.3463,23755397502,465065452370
2024-05-26,2024-05-27,3747.1139,3834.8396,3739.1002,3802.9031,17103181755,454784966401
2024-05-25,2024-05-26,3725.8296,3765.8658,3718.0679,3746.9927,21662918305,449798743844
2024-05-24,2024-05-25,3768.5169,3813.6985,3651.6707,3729.3849,50662180632,448277908522
2024-05-23,2024-05-24,3743.3851,3906.8369,3686.0141,3762.9906,38218067429,454989857890
2024-05-22,2024-05-23,3782.7658,3798.8464,3679.8664,3740.4041,40014294157,450294175895
2024-05-21,2024-05-22,3668.3001,3809.484,3635.5832,3783.9725,51567094232,447199485584
2024-05-20,2024-05-21,3073.1032,3678.9175,3058.8148,3655.0761,16711641276,383216106690
2024-05-19,2024-05-20,3124.5805,3138.3659,3064.9943,3077.2446,10498406218,372228665171
2024-05-18,2024-05-19,3094.1352,3148.4639,3091.3772,3124.6459,15607196433,374230786925
2024-05-17,2024-05-18,2944.6721,3114.4688,2939.1483,3096.5567,17499374712,364653625094
2024-05-16,2024-05-17,3037.0939,3040.4646,2930.0507,2946.525,18409130092,358471069528
2024-05-15,2024-05-16,2890.9995,3040.3976,2871.2261,3038.4018,15530322764,353959643433
2024-05-14,2024-05-15,2950.9286,2962.4673,2876.9228,2885.9471,15243697099,350244429929
2024-05-13,2024-05-14,2939.8921,2991.1717,2879.5344,2951.8969,14451671027,353931208476
2024-05-12,2024-05-13,2921.2714,2957.482,2913.4757,2940.0684,8710887809,352364420038
2024-05-11,2024-05-12,2917.1542,2942.2771,2899.6712,2917.5761,14615951567,350918186701
2024-05-10,2024-05-11,3036.2341,3055.5622,2893.4119,2914.7175,15348847522,358912264074
2024-05-09,2024-05-10,2982.4435,3057.9938,2962.5723,3041.4941,15431620439,360740331162
2024-05-08,2024-05-09,3016.9787,3039.6624,2950.6782,2980.2923,16305526587,361327030605
2024-05-07,2024-05-08,3073.4499,3129.9726,3017.5895,3018.8003,18009353669,369251753661
2024-05-06,2024-05-07,3147.9043,3226.2427,3064.5102,3070.6776,14774931107,376193524070
2024-05-05,2024-05-06,3123.1863,3171.0526,3083.8993,3145.7927,12769298228,376368010916
2024-05-04,2024-05-05,3109.0019,3167.0271,3105.2793,3122.9548,16112788054,375675206669
2024-05-03,2024-05-04,2995.1504,3129.2215,2970.1135,3109.1052,17797249530,364082517035
2024-05-02,2024-05-03,2982.6549,3016.1151,2905.9576,2996.1961,24512610743,358685178592
2024-05-01,2024-05-02,3020.1584,3025.2748,2842.6042,2978.4627,27698776252,359085171300
2024-04-30,2024-05-01,3215.8261,3251.9596,2934.4719,3025.4554,22560950656,375229420310
2024-04-29,2024-04-30,3276.7759,3290.2292,3128.9746,3221.3244,20112239962,390258332157
2024-04-28,2024-04-29,3262.7431,3349.1001,3259.9104,3267.5264,17495409070,403962888144
2024-04-27,2024-04-28,3138.1956,3276.4548,3090.4257,3266.4045,16096897369,385995129319
2024-04-26,2024-04-27,3159.7408,3164.0257,3109.0185,3136.485,17568442070,383571092869
2024-04-25,2024-04-26,3144.7356,3191.1677,3086.2351,3160.3572,20916663781,384275950204
2024-04-24,2024-04-25,3226.5814,3292.5009,3119.827,3143.4108,16777945141,392818371297
2024-04-23,2024-04-24,3203.5081,3259.6654,3161.1935,3222.9544,15615157883,390925135790
2024-04-22,2024-04-23,3154.885,3236.2895,3139.1486,3205.1638,15268999697,384038270822
2024-04-21,2024-04-22,3152.6366,3197.1134,3125.9824,3151.7936,13828359561,379923371243
2024-04-20,2024-04-21,3061.1119,3164.9343,3029.3462,3156.4933,18414450765,370812382194
2024-04-19,2024-04-20,3064.6866,3119.2634,2883.5642,3066.9869,26626321057,367780406784
2024-04-18,2024-04-19,2994.9314,3088.8207,2964.3582,3066.9058,24462589621,364033049457
2024-04-17,2024-04-18,3086.2507,3123.377,2940.8497,2986.9312,23766865779,365614112034
2024-04-16,2024-04-17,3104.6052,3120.097,3011.6021,3085.2485,29508772950,369044674826
2024-04-15,2024-04-16,3148.3086,3274.6408,3046.618,3104.8875,30679480180,380234324207
2024-04-14,2024-04-15,3020.6766,3167.6846,2921.9017,3155.7818,45094615982,366674727760
2024-04-13,2024-04-14,3231.1639,3297.6372,2874.401,3024.3586,32796794122,384236672197
2024-04-12,2024-04-13,3515.9494,3559.298,3207.709,3245.0984,20597446898,413222734268
2024-04-11,2024-04-12,3544.0727,3619.6398,3487.4192,3516.6996,23359330961,425841437103
2024-04-10,2024-04-11,3505.5251,3559.9659,3426.2983,3547.5273,25494309765,421861208540
2024-04-09,2024-04-10,3702.1783,3719.8724,3480.2572,3510.2155,27414389832,432872592946
2024-04-08,2024-04-09,3456.3606,3724.6406,3422.8278,3699.5419,20463939706,430431125658
2024-04-07,2024-04-08,3360.5925,3463.4984,3352.8106,3462.0489,12749497898,408159883982
2024-04-06,2024-04-07,3318.1087,3397.7313,3316.7243,3365.1664,16843599707,401605907921
2024-04-05,2024-04-06,3324.0272,3343.0863,3225.0019,3326.061,23831950603,396494426864
2024-04-04,2024-04-05,3314.8306,3439.675,3262.6895,3331.3943,20347805872,401101564956
2024-04-03,2024-04-04,3283.1728,3365.8964,3221.5134,3321.2273,27226114831,398621870510
2024-04-02,2024-04-03,3511.5634,3511.5634,3229.8141,3279.5594,28351731556,400451645261
2024-04-01,2024-04-02,3652.7203,3652.7203,3429.8378,3511.6981,18201134326,425281550995
2024-03-31,2024-04-01,3517.0681,3659.4654,3517.0681,3653.6502,14470853502,433640851432
2024-03-30,2024-03-31,3516.4117,3568.2412,3497.0488,3519.1419,16656105597,423417638389
2024-03-29,2024-03-30,3567.225,3586.3339,3487.5848,3520.503,18536682158,425081161185
2024-03-28,2024-03-29,3505.8286,3611.656,3476.2504,3567.0539,25601507537,427348384030
2024-03-27,2024-03-28,3591.1871,3660.0635,3470.6405,3509.6288,23415479519,427963136941
2024-03-26,2024-03-27,3587.7997,3676.7396,3553.2567,3595.4684,26064494722,434136144728
2024-03-25,2024-03-26,3452.4423,3649.4378,3433.4649,3591.7146,19646724946,422803962852
2024-03-24,2024-03-25,3345.325,3473.0892,3309.7432,3460.4793,16352496810,405839941531
2024-03-23,2024-03-24,3331.1195,3431.2827,3288.2894,3356.3987,24481657008,404503390068
2024-03-22,2024-03-23,3505.3801,3551.8292,3265.4496,3326.7581,27183652182,410744031950
2024-03-21,2024-03-22,3509.118,3585.6894,3425.0405,3501.3058,44245048506,422368503014
2024-03-20,2024-03-21,3164.1316,3531.3412,3078.0581,3514.8143,47043055769,395100234291
2024-03-19,2024-03-20,3529.8262,3547.1665,3159.7787,3170.3712,37630296750,399043149797
2024-03-18,2024-03-19,3649.1913,3649.1913,3472.2709,3528.6413,25266583605,428802919562
2024-03-17,2024-03-18,3555.7336,3682.9814,3442.9855,3663.6151,30996885012,431056161634
2024-03-16,2024-03-17,3749.9245,3783.6849,3507.8981,3532.4625,31656354993,442519542080
2024-03-15,2024-03-16,3894.5792,3933.1728,3607.824,3749.2041,44055756685,447371462753
2024-03-14,2024-03-15,4011.6396,4018.9962,3751.6579,3890.384,29713647293,472220454420
2024-03-13,2024-03-14,3982.2827,4081.8289,3964.3421,4018.0569,33882154548,483007794679
2024-03-12,2024-03-13,4076.2673,4094.1757,3874.9522,3982.9636,34803694659,481090290653
2024-03-11,2024-03-12,3889.3542,4083.2189,3807.2082,4073.1257,30778140301,478841483543
2024-03-10,2024-03-11,3917.6319,3970.349,3835.2639,3895.0927,17353264580,472096230522
2024-03-09,2024-03-10,3889.7214,3948.8374,3888.2514,3922.039,28234929442,470829221074
2024-03-08,2024-03-09,3877.8076,3993.3391,3844.0819,3894.9458,31443856717,471804831394
2024-03-07,2024-03-08,3825.5887,3935.9855,3747.3215,3871.5942,36303801550,459429052528
2024-03-06,2024-03-07,3561.7433,3897.5136,3511.8428,3828.5982,65334878537,452570501215
2024-03-05,2024-03-06,3634.0364,3820.7597,3371.5388,3568.8763,46819957538,439895581458
2024-03-04,2024-03-05,3498.8305,3643.7974,3472.8237,3635.9353,25816553469,424869505148
2024-03-03,2024-03-04,3432.504,3501.2329,3396.4347,3498.5838,16299914909,414306161158
2024-03-02,2024-03-03,3439.5805,3465.5743,3413.0334,3432.7063,19683483286,412506608407
2024-03-01,2024-03-02,3347.3371,3455.7838,3347.3371,3443.7937,31180734860,409941446389
2024-02-29,2024-03-01,3382.0145,3518.9963,3312.4522,3352.4294,47452741625,412730072017
2024-02-28,2024-02-29,3248.3363,3480.5369,3239.5579,3384.5946,30562577565,398090927686
2024-02-27,2024-02-28,3181.7246,3288.7675,3172.4334,3247.6036,30298112730,389455446473
2024-02-26,2024-02-27,3111.1108,3198.4281,3045.6985,3181.2966,22535983213,374864149962
2024-02-25,2024-02-26,3002.0591,3118.2668,2995.7615,3116.6889,15293885854,366691756028
2024-02-24,2024-02-25,2929.9059,3008.5953,2916.317,2999.7237,15642677136,356516681869
2024-02-23,2024-02-24,2975.2429,2995.8998,2917.4241,2933.4655,21874670149,354623730515
2024-02-22,2024-02-23,2966.6962,3033.2268,2914.9236,2976.6605,25167939532,357466391575
2024-02-21,2024-02-22,3016.9065,3019.1744,2889.5476,2979.378,26361613659,353887767742
2024-02-20,2024-02-21,2954.8817,3026.2876,2892.1928,3018.271,22327755665,353847628615
2024-02-19,2024-02-20,2889.2776,2987.9941,2872.9477,2949.559,17499642241,351110983418
2024-02-18,2024-02-19,2799.8852,2902.5219,2781.7234,2885.0803,13290934981,339170555010
2024-02-17,2024-02-18,2811.4698,2813.5999,2736.6692,2800.9727,15941577206,335254980614
2024-02-16,2024-02-17,2832.5108,2862.7309,2774.6702,2814.5881,20277716112,339213493140
2024-02-15,2024-02-16,2784.5215,2867.7119,2775.4192,2830.3882,20182399805,337987621113
2024-02-14,2024-02-15,2647.8073,2791.7027,2633.0642,2785.6156,18386226736,326797392772
2024-02-13,2024-02-14,2672.7136,2692.1905,2609.1512,2651.6868,20612895019,319145077880
2024-02-12,2024-02-13,2514.0675,2670.1845,2481.6362,2665.8713,11554966027,305929276731
2024-02-11,2024-02-12,2506.405,2550.7067,2504.1662,2513.697,10127308482,303284991361
2024-02-10,2024-02-11,2500.1485,2524.6597,2486.2405,2508.1581,14142539283,301449607251
2024-02-09,2024-02-10,2433.1705,2529.0123,2430.7901,2496.3297,15129231226,298526079408
2024-02-08,2024-02-09,2433.9434,2466.0629,2425.3031,2430.7954,13961323062,292905294988
2024-02-07,2024-02-08,2383.4195,2450.1408,2363.7444,2433.4726,12917910325,287504436024
2024-02-06,2024-02-07,2305.9946,2395.3147,2305.8281,2378.9861,11649482311,281834358103
2024-02-05,2024-02-06,2298.9154,2345.6847,2286.611,2307.8871,9642150759,277896391754
2024-02-04,2024-02-05,2309.6633,2329.7065,2288.1125,2300.7869,6526883553,278016924535
2024-02-03,2024-02-04,2320.032,2339.3211,2307.438,2308.4017,8691507739,279054963724
2024-02-02,2024-02-03,2312.2804,2330.6793,2292.9995,2315.8758,11267584416,278070507708
2024-02-01,2024-02-02,2291.8539,2314.8405,2250.1461,2309.7864,14713552490,274740630303
2024-01-31,2024-02-01,2352.1,2353.8383,2276.8126,2290.0626,14902809883,279639745586
2024-01-30,2024-01-31,2319.5817,2392.6054,2308.0007,2352.9496,13153625531,281023747888
2024-01-29,2024-01-30,2260.5421,2328.6734,2249.4783,2322.1758,10111488488,274762335729
2024-01-28,2024-01-29,2278.7711,2321.114,2253.8417,2265.7801,8292817062,274940695709
2024-01-27,2024-01-28,2271.6789,2293.0649,2260.0281,2279.8939,11029384042,273665211330
2024-01-26,2024-01-27,2222.7326,2287.5165,2204.1141,2273.8506,12957499757,270076249387
2024-01-25,2024-01-26,2238.7946,2246.0683,2184.6585,2225.0667,12003582601,267083306613
2024-01-24,2024-01-25,2247.3169,2266.5401,2204.4832,2242.5731,18603345288,268429810427
2024-01-23,2024-01-24,2318.7719,2352.1061,2175.4027,2245.9684,20446886695,271811218930
2024-01-22,2024-01-23,2468.2272,2473.1979,2313.3049,2314.0749,11764931212,287681259639
2024-01-21,2024-01-22,2477.1429,2489.5735,2462.7165,2462.9212,6537648899,298099758514
2024-01-20,2024-01-21,2490.8598,2492.1907,2460.6756,2475.8202,13074922526,297683211415
2024-01-19,2024-01-20,2473.1251,2505.1945,2421.7773,2494.3614,16761992257,297574351935
2024-01-18,2024-01-19,2533.5184,2549.2366,2436.9388,2471.5514,14412902514,301792708428
2024-01-17,2024-01-18,2590.1208,2594.6877,2515.5634,2531.9048,15327106104,306835113537
2024-01-16,2024-01-17,2515.9556,2612.7871,2507.9105,2591.9988,12057109217,306419595177
2024-01-15,2024-01-16,2480.7728,2554.8887,2480.3448,2518.5584,13574721954,303292197289
2024-01-14,2024-01-15,2575.3412,2576.5324,2475.2055,2475.2055,12911017679,305528490518
2024-01-13,2024-01-14,2529.5063,2589.5888,2503.1383,2577.8874,27975502424,306731170035
2024-01-12,2024-01-13,2616.958,2707.1491,2471.553,2525.3844,26032705737,313268829380
2024-01-11,2024-01-12,2585.0706,2683.4842,2570.7171,2621.2241,38483748207,313781312655
2024-01-10,2024-01-11,2350.2635,2621.6549,2350.2635,2584.8184,26831117294,290619553017
2024-01-09,2024-01-10,2334.3953,2368.7275,2252.0789,2344.5186,39012477134,275993070126
2024-01-08,2024-01-09,2222.7218,2357.8526,2175.1882,2331.6636,45290627669,271245099979
2024-01-07,2024-01-08,2242.006,2255.7745,2210.3747,2223.9671,33767850830,269560225491
2024-01-06,2024-01-07,2271.0438,2272.2394,2221.6518,2242.0522,35125683217,269755876556
2024-01-05,2024-01-06,2268.7193,2276.9643,2210.1646,2267.6242,36046712359,270066054404
2024-01-04,2024-01-05,2209.7805,2292.4711,2207.4139,2273.3643,43675967952,270109061320
2024-01-03,2024-01-04,2362.7066,2388.0097,2146.2668,2212.1818,30271585830,275985780181
2024-01-02,2024-01-03,2364.3164,2437.7644,2356.9983,2362.6682,14492633489,287040709395
2024-01-01,2024-01-02,2297.0082,2365.2769,2283.0464,2364.7349,9185275793,278471451406
2023-12-31,2024-01-01,2304.0161,2332.4726,2286.8033,2290.7806,9328770192,277269253934
2023-12-30,2023-12-31,2302.3851,2330.2361,2279.8696,2307.4329,13963348869,277190698758
2023-12-29,2023-12-30,2355.2031,2389.6729,2278.6963,2304.5868,18096331672,281655690402
2023-12-28,2023-12-29,2389.6032,2447.6009,2344.325,2354.3096,22036625669,287112286034
2023-12-27,2023-12-28,2234.9106,2392.2243,2220.1078,2382.9219,14889105006,275812025687
2023-12-26,2023-12-27,2277.8463,2280.5342,2196.648,2236.053,12238437876,269709280307
2023-12-25,2023-12-26,2281.6645,2314.1756,2266.721,2277.8997,10558970700,274894661410
2023-12-24,2023-12-25,2318.2148,2338.013,2261.5892,2281.7895,10659466718,276660135328
2023-12-23,2023-12-24,2336.5846,2337.3574,2273.8281,2324.5017,15453294959,276222264685
2023-12-22,2023-12-23,2243.2137,2348.5416,2238.41,2334.5749,19761317474,276545513085
2023-12-21,2023-12-22,2203.1994,2279.1615,2191.2078,2241.3124,16931218256,266670185743
2023-12-20,2023-12-21,2182.992,2265.3161,2173.6478,2203.634,14297461494,264579980274
2023-12-19,2023-12-20,2220.5282,2256.8868,2146.9782,2182.7852,14063390675,266503182314
2023-12-18,2023-12-19,2215.2821,2225.4213,2132.7131,2219.8065,12043900808,261774503079
2023-12-17,2023-12-18,2240.5967,2259.481,2208.8972,2209.3412,8861064804,268429367894
2023-12-16,2023-12-17,2235.4109,2275.7127,2225.6671,2237.8364,11738110573,270854614669
2023-12-15,2023-12-16,2319.4836,2323.195,2226.2631,2226.2631,15541900763,272888346680
2023-12-14,2023-12-15,2267.0949,2337.1193,2250.1144,2321.5086,15912075465,274946330416
2023-12-13,2023-12-14,2209.3063,2288.4153,2159.3775,2270.0679,15418236983,265323828046
2023-12-12,2023-12-13,2231.6641,2247.4513,2174.2351,2211.4454,17509170040,266740138417
2023-12-11,2023-12-12,2364.186,2366.0215,2172.8362,2226.3719,17070233380,269633213660
2023-12-10,2023-12-11,2353.9034,2389.3012,2334.7485,2367.2263,11316445443,283755771272
2023-12-09,2023-12-10,2369.8255,2408.1871,2346.062,2347.8794,14883172926,284679908348
2023-12-08,2023-12-09,2360.6813,2391.0809,2346.1622,2365.7928,19026401682,284668863876
2023-12-07,2023-12-08,2234.77,2382.3684,2231.501,2359.8526,15551563502,275002171298
2023-12-06,2023-12-07,2297.2672,2311.2512,2230.1086,2232.6381,20327258587,272989619309
2023-12-05,2023-12-06,2243.4636,2304.7483,2198.7799,2296.1148,17307183879,269214681971
2023-12-04,2023-12-05,2197.6314,2272.6217,2197.6314,2246.8601,17942397611,268708739888
2023-12-03,2023-12-04,2167.4955,2212.3457,2154.5347,2194.5698,12925542817,260738098231
2023-12-02,2023-12-03,2091.5092,2177.7269,2091.1518,2168.3265,11001425711,254629027091
2023-12-01,2023-12-02,2056.3575,2111.7771,2051.5244,2088.1417,12680883070,251618612662
2023-11-30,2023-12-01,2034.1386,2059.644,2028.4974,2059.644,10282780618,245584278291
2023-11-29,2023-11-30,2054.3649,2075.0675,2025.6215,2034.9052,12962173434,246550627065
2023-11-28,2023-11-29,2031.0736,2077.86,2002.1548,2053.695,13780640659,245032744322
2023-11-27,2023-11-28,2065.4992,2074.4683,1994.7518,2033.8879,12626288790,244849793254
2023-11-26,2023-11-27,2092.5085,2100.5528,2049.3238,2067.4395,7960954209,250183210778
2023-11-25,2023-11-26,2083.8261,2094.0902,2070.3335,2091.0072,13422968596,250800368480
2023-11-24,2023-11-25,2066.894,2130.8215,2064.7755,2083.1146,12869322702,251497797496
2023-11-23,2023-11-24,2066.3203,2090.181,2046.5066,2065.4121,15850314541,248499721063
2023-11-22,2023-11-23,1947.0494,2091.8274,1947.0494,2068.7505,18773808449,243081372645
2023-11-21,2023-11-22,2025.9978,2039.2922,1947.2729,1947.2729,15043384930,241188093144
