timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2024-12-31T00:00:00.000Z";"2024-12-31T23:59:59.999Z";"2024-12-31T14:35:00.000Z";"2024-12-31T01:13:00.000Z";"2781";3356.3948050737;3444.3966344966;3311.412658042;3332.5317212232;20845452085.23;401463938534.13;120472682.07;"2024-12-31T23:59:59.999Z"
"2024-12-30T00:00:00.000Z";"2024-12-30T23:59:59.999Z";"2024-12-30T01:38:00.000Z";"2024-12-30T15:01:00.000Z";"2781";3349.5859346876;3428.5274047258;3298.8045578913;3356.3926991904;26981583962.32;404347423138.75;120470757.05;"2024-12-30T23:59:59.999Z"
"2024-12-29T00:00:00.000Z";"2024-12-29T23:59:59.999Z";"2024-12-29T10:42:00.000Z";"2024-12-29T23:15:00.000Z";"2781";3397.8626458717;3406.6485385843;3321.6647259099;3349.513340318;13440907791.52;403520330663.85;120468720.17;"2024-12-29T23:59:59.999Z"
"2024-12-28T00:00:00.000Z";"2024-12-28T23:59:59.999Z";"2024-12-28T22:53:00.000Z";"2024-12-28T01:35:00.000Z";"2781";3328.7745967712;3419.9202814856;3318.0338858914;3397.902272888;14305648522.6;409328700067.08;120466523.44;"2024-12-28T23:59:59.999Z"
"2024-12-27T00:00:00.000Z";"2024-12-27T23:59:59.999Z";"2024-12-27T09:07:00.000Z";"2024-12-27T17:25:00.000Z";"2781";3331.053665099;3436.7106407988;3302.575614754;3328.9168712443;24091627402.5;400999129472.43;120464488.6;"2024-12-27T23:59:59.999Z"
"2024-12-26T00:00:00.000Z";"2024-12-26T23:59:59.999Z";"2024-12-26T00:11:00.000Z";"2024-12-26T21:17:00.000Z";"2781";3493.3041922207;3512.6043835272;3302.3063112783;3331.2258824951;22247726776.29;401267700708.07;120462694.71;"2024-12-26T23:59:59.999Z"
"2024-12-25T00:00:00.000Z";"2024-12-25T23:59:59.999Z";"2024-12-25T10:23:00.000Z";"2024-12-25T16:44:00.000Z";"2781";3491.9575379833;3542.833751548;3440.0970497188;3493.2352807716;17651873224.87;420805325622.48;120460544.65;"2024-12-25T23:59:59.999Z"
"2024-12-24T00:00:00.000Z";"2024-12-24T23:59:59.999Z";"2024-12-24T18:18:00.000Z";"2024-12-24T02:22:00.000Z";"2781";3415.738085911;3535.8576270973;3355.6090352451;3492.0497597155;23083678195.36;420636637647.57;120458692.03;"2024-12-24T23:59:59.999Z"
"2024-12-23T00:00:00.000Z";"2024-12-23T23:59:59.999Z";"2024-12-23T22:30:00.000Z";"2024-12-23T01:22:00.000Z";"2781";3277.5141746011;3461.527898931;3217.3686777831;3415.7854103169;34496081389.08;411529471310.73;120457250.78;"2024-12-23T23:59:59.999Z"
"2024-12-22T00:00:00.000Z";"2024-12-22T23:59:59.999Z";"2024-12-22T10:23:00.000Z";"2024-12-22T20:12:00.000Z";"2781";3336.998867258;3398.6575707821;3219.2948977546;3277.535187571;24780768375.24;394793968020.03;120455304.54;"2024-12-22T23:59:59.999Z"
"2024-12-21T00:00:00.000Z";"2024-12-21T23:59:59.999Z";"2024-12-21T07:43:00.000Z";"2024-12-21T22:15:00.000Z";"2781";3472.5890541055;3552.9215815976;3293.5057171966;3337.2224715334;31579389835.69;401953429395.28;120453570.82;"2024-12-21T23:59:59.999Z"
"2024-12-20T00:00:00.000Z";"2024-12-20T23:59:59.999Z";"2024-12-20T19:46:00.000Z";"2024-12-20T12:02:00.000Z";"2781";3417.9301837478;3496.3273520853;3098.2036178716;3472.5534066558;66383827228.93;418284340600.46;120453164.51;"2024-12-20T23:59:59.999Z"
"2024-12-19T00:00:00.000Z";"2024-12-19T23:59:59.999Z";"2024-12-19T10:50:00.000Z";"2024-12-19T20:12:00.000Z";"2781";3619.5819221034;3717.6623812967;3330.8726515922;3417.9278681825;58879190249.81;411699176707.71;120452775.39;"2024-12-19T23:59:59.999Z"
"2024-12-18T00:00:00.000Z";"2024-12-18T23:59:59.999Z";"2024-12-18T00:19:00.000Z";"2024-12-18T23:56:00.000Z";"2781";3886.8870791456;3902.7156363594;3617.8404567041;3618.7913736086;48946681636.27;435986145065.32;120452072.77;"2024-12-18T23:59:59.999Z"
"2024-12-17T00:00:00.000Z";"2024-12-17T23:59:59.999Z";"2024-12-17T03:47:00.000Z";"2024-12-17T23:11:00.000Z";"2781";3987.3339471829;4040.3380066691;3849.2866656205;3886.7660426368;35418700472.09;468179858814.99;120451108.89;"2024-12-17T23:59:59.999Z"
"2024-12-16T00:00:00.000Z";"2024-12-16T23:59:59.999Z";"2024-12-16T18:53:00.000Z";"2024-12-16T13:07:00.000Z";"2781";3951.6527447567;4106.9556004971;3882.7053336645;3987.4810414282;46536359669.05;480275264779.15;120450223.42;"2024-12-16T23:59:59.999Z"
"2024-12-15T00:00:00.000Z";"2024-12-15T23:59:59.999Z";"2024-12-15T23:53:00.000Z";"2024-12-15T07:45:00.000Z";"2781";3868.441067495;3971.4980143827;3832.0965667527;3951.9411400849;25069616984.25;475970706984.17;120448515.53;"2024-12-15T23:59:59.999Z"
"2024-12-14T00:00:00.000Z";"2024-12-14T23:59:59.999Z";"2024-12-14T01:29:00.000Z";"2024-12-14T20:54:00.000Z";"2781";3910.8478009605;3943.2781932384;3826.7620258968;3868.4052222836;28756190558.96;465941733951.17;120446899.88;"2024-12-14T23:59:59.999Z"
"2024-12-13T00:00:00.000Z";"2024-12-13T23:59:59.999Z";"2024-12-13T15:17:00.000Z";"2024-12-13T01:25:00.000Z";"2781";3883.0301431214;3967.3951503651;3855.023599017;3911.2052321329;34895127658.57;471045270785.6;120445820.13;"2024-12-13T23:59:59.999Z"
"2024-12-12T00:00:00.000Z";"2024-12-12T23:59:59.999Z";"2024-12-12T15:06:00.000Z";"2024-12-12T01:55:00.000Z";"2781";3833.1720215177;3987.0058885982;3800.0907951391;3883.1015001391;42971675763.7;467692843996.45;120445329.23;"2024-12-12T23:59:59.999Z"
"2024-12-11T00:00:00.000Z";"2024-12-11T23:59:59.999Z";"2024-12-11T23:10:00.000Z";"2024-12-11T02:04:00.000Z";"2781";3631.2761697041;3850.7654484998;3567.5664956564;3832.8220476388;35968053195.9;461685919219.58;120444873.5;"2024-12-11T23:59:59.999Z"
"2024-12-10T00:00:00.000Z";"2024-12-10T23:59:59.999Z";"2024-12-10T00:49:00.000Z";"2024-12-10T18:13:00.000Z";"2781";3719.0004768885;3780.7535212259;3520.365192653;3631.8336303022;58416417598.82;437368903366.71;120444957.34;"2024-12-10T23:59:59.999Z"
"2024-12-09T00:00:00.000Z";"2024-12-09T23:59:59.999Z";"2024-12-09T00:01:00.000Z";"2024-12-09T21:06:00.000Z";"2781";4006.1016852571;4008.7778541551;3525.2328756725;3718.6904564265;57029832059.49;447935758707.97;120445200.66;"2024-12-09T23:59:59.999Z"
"2024-12-08T00:00:00.000Z";"2024-12-08T23:59:59.999Z";"2024-12-08T23:57:00.000Z";"2024-12-08T09:57:00.000Z";"2781";4007.6905823719;4018.0001203804;3927.8539324031;4005.7045763055;20943378971.28;482509552464.54;120443660.79;"2024-12-08T23:59:59.999Z"
"2024-12-07T00:00:00.000Z";"2024-12-07T23:59:59.999Z";"2024-12-07T00:35:00.000Z";"2024-12-07T07:09:00.000Z";"2781";4006.0286890555;4029.4528231171;3974.1762250404;4002.6927008413;22574636760.61;482089799825.52;120442422.11;"2024-12-07T23:59:59.999Z"
"2024-12-06T00:00:00.000Z";"2024-12-06T23:59:59.999Z";"2024-12-06T20:22:00.000Z";"2024-12-06T00:03:00.000Z";"2781";3792.2084820114;4093.1720244462;3782.6814245429;4005.8105426655;52853668565.95;482494371897.87;120442066.03;"2024-12-06T23:59:59.999Z"
"2024-12-05T00:00:00.000Z";"2024-12-05T23:59:59.999Z";"2024-12-05T14:52:00.000Z";"2024-12-05T22:29:00.000Z";"2781";3840.8445026121;3956.541482461;3683.4209601685;3811.0082524796;60568296605.67;459336928076.23;120441887.62;"2024-12-05T23:59:59.999Z"
"2024-12-04T00:00:00.000Z";"2024-12-04T23:59:59.999Z";"2024-12-04T21:03:00.000Z";"2024-12-04T00:00:00.000Z";"2781";3620.0375778107;3895.1744071051;3617.7446808466;3841.3311664084;56799745752.06;462598955634.59;120441990.12;"2024-12-04T23:59:59.999Z"
"2024-12-03T00:00:00.000Z";"2024-12-03T23:59:59.999Z";"2024-12-03T06:46:00.000Z";"2024-12-03T14:36:00.000Z";"2781";3643.7421522686;3670.2197799715;3504.2263793216;3620.7116867755;36839829741.64;436004938717.16;120442102.97;"2024-12-03T23:59:59.999Z"
"2024-12-02T00:00:00.000Z";"2024-12-02T23:59:59.999Z";"2024-12-02T03:04:00.000Z";"2024-12-02T18:00:00.000Z";"2781";3710.4953435232;3761.3429430885;3557.2522505385;3644.1985794337;47284967569.82;438860633632.04;120442285.79;"2024-12-02T23:59:59.999Z"
"2024-12-01T00:00:00.000Z";"2024-12-01T23:59:59.999Z";"2024-12-01T15:35:00.000Z";"2024-12-01T03:00:00.000Z";"2781";3706.619786368;3747.4552142022;3663.2340394129;3711.165095551;28018113529.8;446895881158.96;120441030.05;"2024-12-01T23:59:59.999Z"
"2024-11-30T00:00:00.000Z";"2024-11-30T23:59:59.999Z";"2024-11-30T23:10:00.000Z";"2024-11-30T01:06:00.000Z";"2781";3593.5982602218;3739.9347559685;3572.2540900977;3705.7052015214;30670867436.45;446423440647.99;120439501.86;"2024-11-30T23:59:59.999Z"
"2024-11-29T00:00:00.000Z";"2024-11-29T23:59:59.999Z";"2024-11-29T15:15:00.000Z";"2024-11-29T07:23:00.000Z";"2781";3579.9107189196;3647.2644731384;3538.4467679694;3593.494300141;27622629485.66;432805738725.22;120437986.49;"2024-11-29T23:59:59.999Z"
"2024-11-28T00:00:00.000Z";"2024-11-28T23:59:59.999Z";"2024-11-28T00:47:00.000Z";"2024-11-28T16:54:00.000Z";"2781";3656.6097047787;3664.878239519;3531.8707020211;3579.8114770371;32362724275.81;431151815286.66;120436471.5;"2024-11-28T23:59:59.999Z"
"2024-11-27T00:00:00.000Z";"2024-11-27T23:59:59.999Z";"2024-11-27T23:04:00.000Z";"2024-11-27T01:04:00.000Z";"2781";3326.0290807203;3687.0090251656;3303.5679910236;3657.2493022443;43383987190.82;440385217848.8;120435390.54;"2024-11-27T23:59:59.999Z"
"2024-11-26T00:00:00.000Z";"2024-11-26T23:59:59.999Z";"2024-11-26T01:35:00.000Z";"2024-11-26T18:41:00.000Z";"2781";3412.9508397174;3461.2930219499;3255.5430118377;3326.5174096597;39902959158.05;400566430408.33;120433832.86;"2024-11-26T23:59:59.999Z"
"2024-11-25T00:00:00.000Z";"2024-11-25T23:59:59.999Z";"2024-11-25T16:06:00.000Z";"2024-11-25T01:25:00.000Z";"2781";3364.6014561404;3545.2788865761;3304.0939850256;3413.5439002968;51544793987.91;411101919290.95;120432585.99;"2024-11-25T23:59:59.999Z"
"2024-11-24T00:00:00.000Z";"2024-11-24T23:59:59.999Z";"2024-11-24T02:15:00.000Z";"2024-11-24T14:20:00.000Z";"2781";3396.9994079033;3451.8022197523;3288.430912048;3363.6598928297;27901454184.8;405047057925.8;120430905.52;"2024-11-24T23:59:59.999Z"
"2024-11-23T00:00:00.000Z";"2024-11-23T23:59:59.999Z";"2024-11-23T14:38:00.000Z";"2024-11-23T02:54:00.000Z";"2781";3331.6455885381;3499.3708467621;3317.6548142185;3396.2234332679;38835184688.02;409133045671.26;120429749.51;"2024-11-23T23:59:59.999Z"
"2024-11-22T00:00:00.000Z";"2024-11-22T23:59:59.999Z";"2024-11-22T04:33:00.000Z";"2024-11-22T13:30:00.000Z";"2781";3360.6542356249;3428.4605135781;3262.8088826144;3331.6008755241;36775716441.96;401224717876.38;120428391.08;"2024-11-22T23:59:59.999Z"
"2024-11-21T00:00:00.000Z";"2024-11-21T23:59:59.999Z";"2024-11-21T19:06:00.000Z";"2024-11-21T02:36:00.000Z";"2781";3072.0552366375;3388.5429453924;3035.8466188758;3361.0539269185;51619069348.12;404653397390.4;120427540.49;"2024-11-21T23:59:59.999Z"
"2024-11-20T00:00:00.000Z";"2024-11-20T23:59:59.999Z";"2024-11-20T14:12:00.000Z";"2024-11-20T19:24:00.000Z";"2781";3111.1170572108;3159.9494664912;3032.6033243842;3072.1879396184;29785491216.06;369956294189.04;120426315.83;"2024-11-20T23:59:59.999Z"
"2024-11-19T00:00:00.000Z";"2024-11-19T23:59:59.999Z";"2024-11-19T00:04:00.000Z";"2024-11-19T22:34:00.000Z";"2781";3208.2503996211;3222.0043459424;3070.362752323;3111.3839903555;29823634431.84;374657156406.13;120425284.4;"2024-11-19T23:59:59.999Z"
"2024-11-18T00:00:00.000Z";"2024-11-18T23:59:59.999Z";"2024-11-18T23:51:00.000Z";"2024-11-18T11:50:00.000Z";"2781";3075.7228270916;3225.1305112502;3052.4911115481;3207.8563404704;35445557613.31;386267533049.21;120424008.03;"2024-11-18T23:59:59.999Z"
"2024-11-17T00:00:00.000Z";"2024-11-17T23:59:59.999Z";"2024-11-17T09:11:00.000Z";"2024-11-17T02:16:00.000Z";"2781";3133.3065969656;3160.1525814492;3039.2467181891;3075.6615116228;28348163224.27;370386258448.72;120422508.55;"2024-11-17T23:59:59.999Z"
"2024-11-16T00:00:00.000Z";"2024-11-16T23:59:59.999Z";"2024-11-16T12:06:00.000Z";"2024-11-16T00:31:00.000Z";"2781";3089.7398945639;3218.0896218805;3073.2862872586;3133.2738277678;26650658846.15;377316858272.14;120421301.46;"2024-11-16T23:59:59.999Z"
"2024-11-15T00:00:00.000Z";"2024-11-15T23:59:59.999Z";"2024-11-15T12:15:00.000Z";"2024-11-15T15:39:00.000Z";"2781";3059.526084759;3130.7038852765;3016.1441490148;3103.0404086342;32701369871.66;373674738953.77;120420610.95;"2024-11-15T23:59:59.999Z"
"2024-11-14T00:00:00.000Z";"2024-11-14T23:59:59.999Z";"2024-11-14T04:57:00.000Z";"2024-11-14T23:42:00.000Z";"2781";3192.5204126261;3240.2707853284;3032.9719511049;3058.9487687218;35743352141.2;368632337376.89;120421268.86;"2024-11-14T23:59:59.999Z"
"2024-11-13T00:00:00.000Z";"2024-11-13T23:59:59.999Z";"2024-11-13T16:16:00.000Z";"2024-11-13T06:40:00.000Z";"2781";3244.5432200787;3337.877273168;3121.6660809664;3192.5960434937;52010205682;384453907190.92;120423319.98;"2024-11-13T23:59:59.999Z"
"2024-11-12T00:00:00.000Z";"2024-11-12T23:59:59.999Z";"2024-11-12T09:05:00.000Z";"2024-11-12T13:51:00.000Z";"2781";3375.1548706722;3444.1539951509;3211.1985553307;3246.2572583493;56686078065.75;390719959236.5;120423718.45;"2024-11-12T23:59:59.999Z"
"2024-11-11T00:00:00.000Z";"2024-11-11T23:59:59.999Z";"2024-11-11T23:53:00.000Z";"2024-11-11T05:57:00.000Z";"2781";3191.6569470349;3389.5293595573;3109.7694993181;3374.8128836903;55417771667.84;406448988243.95;120423803.89;"2024-11-11T23:59:59.999Z"
"2024-11-10T00:00:00.000Z";"2024-11-10T23:59:59.999Z";"2024-11-10T18:38:00.000Z";"2024-11-10T21:14:00.000Z";"2781";3130.7291719266;3249.913956614;3073.248690039;3191.3313560604;47418730186.93;384275074912.41;120423059.37;"2024-11-10T23:59:59.999Z"
"2024-11-09T00:00:00.000Z";"2024-11-09T23:59:59.999Z";"2024-11-09T23:32:00.000Z";"2024-11-09T00:06:00.000Z";"2781";2962.7908945422;3156.3661442997;2957.1822576014;3131.1444628132;29210133087.6;377056622939.92;120421343.51;"2024-11-09T23:59:59.999Z"
"2024-11-08T00:00:00.000Z";"2024-11-08T23:59:59.999Z";"2024-11-08T19:48:00.000Z";"2024-11-08T03:00:00.000Z";"2781";2895.5978094675;2983.7447713135;2889.4843938386;2962.2967416903;32303261100.85;356779686685.18;120420137.43;"2024-11-08T23:59:59.999Z"
"2024-11-07T00:00:00.000Z";"2024-11-07T23:59:59.999Z";"2024-11-07T21:34:00.000Z";"2024-11-07T00:38:00.000Z";"2781";2724.0058384449;2918.7444858127;2701.5909321571;2895.5854943256;35352318437.59;348685832425.45;120419290.03;"2024-11-07T23:59:59.999Z"
"2024-11-06T00:00:00.000Z";"2024-11-06T23:59:59.999Z";"2024-11-06T22:54:00.000Z";"2024-11-06T00:02:00.000Z";"2781";2422.5393860029;2743.9642326582;2421.8130583595;2724.1691663972;41887574364.09;328022073762.27;120419005.4;"2024-11-06T23:59:59.999Z"
"2024-11-05T00:00:00.000Z";"2024-11-05T23:59:59.999Z";"2024-11-05T14:52:00.000Z";"2024-11-05T01:36:00.000Z";"2781";2397.0364205006;2478.6189302467;2380.6012748639;2422.6507300945;17894057485.17;291714903910.34;120416991.19;"2024-11-05T23:59:59.999Z"
"2024-11-04T00:00:00.000Z";"2024-11-04T23:59:59.999Z";"2024-11-04T03:03:00.000Z";"2024-11-04T21:53:00.000Z";"2781";2456.0951882475;2488.3503928129;2359.5780299046;2397.026458485;17110200696.29;288639365529.67;120415093.85;"2024-11-04T23:59:59.999Z"
"2024-11-03T00:00:00.000Z";"2024-11-03T23:59:59.999Z";"2024-11-03T00:15:00.000Z";"2024-11-03T18:48:00.000Z";"2781";2491.0943673784;2495.4365628974;2411.3983237824;2456.4251725634;15667779705.57;295745463222.83;120412866.99;"2024-11-03T23:59:59.999Z"
"2024-11-02T00:00:00.000Z";"2024-11-02T23:59:59.999Z";"2024-11-02T02:27:00.000Z";"2024-11-02T13:37:00.000Z";"2781";2512.2082038373;2522.3605828229;2471.9555451679;2491.0685912815;9639457439.24;299954702149;120410814.65;"2024-11-02T23:59:59.999Z"
"2024-11-01T00:00:00.000Z";"2024-11-01T23:59:59.999Z";"2024-11-01T14:21:00.000Z";"2024-11-01T02:11:00.000Z";"2781";2515.8702640669;2583.7771451103;2467.8193230813;2511.8855479732;20215438327.89;302492946793.14;120409186.76;"2024-11-01T23:59:59.999Z"
"2024-10-31T00:00:00.000Z";"2024-10-31T23:59:59.999Z";"2024-10-31T01:58:00.000Z";"2024-10-31T20:50:00.000Z";"2781";2657.2132100778;2667.5594816535;2501.5723457194;2515.7992216016;19760409505.25;302929791025.99;120407556.52;"2024-10-31T23:59:59.999Z"
"2024-10-30T00:00:00.000Z";"2024-10-30T23:59:59.999Z";"2024-10-30T14:12:00.000Z";"2024-10-30T01:11:00.000Z";"2781";2637.6401079489;2720.2714362284;2600.6096572045;2657.3725569813;22382690746.47;319945168855.15;120406284.16;"2024-10-30T23:59:59.999Z"
"2024-10-29T00:00:00.000Z";"2024-10-29T23:59:59.999Z";"2024-10-29T17:05:00.000Z";"2024-10-29T00:12:00.000Z";"2781";2565.4178485445;2680.0545304632;2560.1538265;2637.9575809217;22185845094.5;317584552994.5;120404808.84;"2024-10-29T23:59:59.999Z"
"2024-10-28T00:00:00.000Z";"2024-10-28T23:59:59.999Z";"2024-10-28T22:11:00.000Z";"2024-10-28T03:53:00.000Z";"2781";2505.590509344;2587.4301416977;2470.2683395942;2565.348032837;18971841402.4;308910133818.98;120403276.31;"2024-10-28T23:59:59.999Z"
"2024-10-27T00:00:00.000Z";"2024-10-27T23:59:59.999Z";"2024-10-27T22:14:00.000Z";"2024-10-27T11:09:00.000Z";"2781";2479.9371199692;2523.1713378215;2462.2719378473;2505.9406635993;9801434565.59;301718318124.05;120401221.99;"2024-10-27T23:59:59.999Z"
"2024-10-26T00:00:00.000Z";"2024-10-26T23:59:59.999Z";"2024-10-26T20:31:00.000Z";"2024-10-26T00:06:00.000Z";"2781";2436.049942212;2503.2303974218;2427.4613090823;2479.6032088937;13597102184.02;298582572244.1;120399251.19;"2024-10-26T23:59:59.999Z"
"2024-10-25T00:00:00.000Z";"2024-10-25T23:59:59.999Z";"2024-10-25T14:33:00.000Z";"2024-10-25T23:31:00.000Z";"2781";2534.4548116328;2563.7340241729;2381.4507148571;2435.933985809;22560233078.41;293518382118.52;120397409.22;"2024-10-25T23:59:59.999Z"
"2024-10-24T00:00:00.000Z";"2024-10-24T23:59:59.999Z";"2024-10-24T06:08:00.000Z";"2024-10-24T16:20:00.000Z";"2781";2523.6068343113;2559.1513554456;2506.7228925708;2534.4986484849;16128627601.19;305137760029.45;120395817.92;"2024-10-24T23:59:59.999Z"
"2024-10-23T00:00:00.000Z";"2024-10-23T23:59:59.999Z";"2024-10-23T00:01:00.000Z";"2024-10-23T18:06:00.000Z";"2781";2620.0886610189;2624.4503690539;2457.1699746625;2509.0987847857;17876984551.04;302085664355.14;120394489.84;"2024-10-23T23:59:59.999Z"
"2024-10-22T00:00:00.000Z";"2024-10-22T23:59:59.999Z";"2024-10-22T00:12:00.000Z";"2024-10-22T17:03:00.000Z";"2781";2665.6567539956;2669.7901535752;2605.6186916254;2620.1975773667;15541911074.4;315453342196.71;120392960.03;"2024-10-22T23:59:59.999Z"
"2024-10-21T00:00:00.000Z";"2024-10-21T23:59:59.999Z";"2024-10-21T00:24:00.000Z";"2024-10-21T16:37:00.000Z";"2781";2746.3057102064;2765.5496235458;2655.2945080624;2665.7120469235;17328615363.41;320921385864.17;120391113.89;"2024-10-21T23:59:59.999Z"
"2024-10-20T00:00:00.000Z";"2024-10-20T23:59:59.999Z";"2024-10-20T22:52:00.000Z";"2024-10-20T03:10:00.000Z";"2781";2648.6656691776;2756.4367713382;2635.9458754274;2746.3639932057;14559296241.72;330626349790.61;120389492.17;"2024-10-20T23:59:59.999Z"
"2024-10-19T00:00:00.000Z";"2024-10-19T23:59:59.999Z";"2024-10-19T03:19:00.000Z";"2024-10-19T12:01:00.000Z";"2781";2641.4882327401;2661.872732448;2631.6570993484;2648.6568927929;8557834552.93;318866879265.93;120388140.92;"2024-10-19T23:59:59.999Z"
"2024-10-18T00:00:00.000Z";"2024-10-18T23:59:59.999Z";"2024-10-18T18:47:00.000Z";"2024-10-18T01:02:00.000Z";"2781";2604.8144068044;2674.3717759163;2595.9589308784;2641.5522859586;17043738651.75;318003484108.08;120387999.52;"2024-10-18T23:59:59.999Z"
"2024-10-17T00:00:00.000Z";"2024-10-17T23:59:59.999Z";"2024-10-17T04:08:00.000Z";"2024-10-17T18:21:00.000Z";"2781";2611.1920375727;2646.8740183401;2577.3060217227;2604.2734748503;15150712320.87;313586736922.14;120387362.76;"2024-10-17T23:59:59.999Z"
"2024-10-16T00:00:00.000Z";"2024-10-16T23:59:59.999Z";"2024-10-16T12:15:00.000Z";"2024-10-16T01:12:00.000Z";"2781";2606.0195226844;2644.8542423975;2589.6068255401;2611.1020157232;17012396419.08;314351487270.67;120386200.15;"2024-10-16T23:59:59.999Z"
"2024-10-15T00:00:00.000Z";"2024-10-15T23:59:59.999Z";"2024-10-15T14:02:00.000Z";"2024-10-15T15:10:00.000Z";"2781";2629.0175720004;2685.1667611805;2537.9410329462;2606.02186875;22003780897.77;313726776301.04;120385428.26;"2024-10-15T23:59:59.999Z"
